InterventionType,InterventionName_lower,Freq
Drug,ticagrelor,1
Drug,telmisartan 40mg oral tablet,1
Drug,thymosin+standard treatment,1
Drug,thymosin alpha 1,1
Drug,telmisartan arm will receive 80 mg telmisartan twice daily plus standard care.,1
Drug,telmisartan oral product,1
Drug,tempol,1
Drug,ten-days oseltamivir,1
Drug,thromboprophylaxis with low-molecular-weight heparin or fondaparinux,1
Drug,tenecteplase,1
Drug,tenofovir disoproxil and emtricitabine,1
Drug,tenofovir disoproxyl fumarate 300 mg oral tablet,1
Drug,tenofovir disoproxyl fumarate 300 mg plus emtricitabine 200 mg oral tablet,1
Drug,tenofovir/ emtricitabine ( 300 mg / 200 mg daily during 60 days) + personal protective equipment (ppe),1
Drug,test: favipiravir 200 mg (loqular),1
Drug,tetracycline hydrochloride 3%,1
Drug,tetrandrine,1
Drug,thromboprophylaxis,1
Drug,"the pop02 study is collecting bodily fluid samples (i.e., whole blood, effluent samples) of children prescribed the following drugs of interest per standard of care:",1
Drug,the standard of care,1
Drug,thiazide or thiazide-like diuretics,1
Drug,theraputic heparin,1
Drug,the standard therapy,1
Drug,theophylline powder,1
Drug,telmisartan 40mg,1
Drug,telmisartan 20mg oral tablet,1
Drug,t3 solution for injection,1
Drug,"tinzaparin, high dose prophylactic anticoagulation",1
Drug,t89,1
Drug,t89 capsule,1
Drug,tocilizumab 180 mg/ml,1
Drug,tocilizumab +/- ruxolitinib (stages 2b/3),1
Radiation,lung low dose radiation,1
Drug,tociliuzumab,1
Drug,tnkase,1
Drug,tm5614,1
Drug,tlc19 vehicle,1
Drug,tlc19,1
Drug,tafenoquine oral tablet,1
Drug,tl-895,1
Drug,tj003234,1
Drug,tak-671,1
Drug,tak-671 placebo,1
Drug,tb006,1
Drug,tissue plasminogen activator,1
Drug,tcb008,1
Drug,tirofiban injection,1
Drug,tcm prescriptions,1
Drug,plitidepsin 2.0 mg/day,1
Drug,"tinzaparin,therapeutic anticoagulation",1
Drug,"tinzaparin, low dose prophylactic anticoagulation",1
Drug,td139,1
Drug,telacebec,1
Drug,standard of care for sars-cov-2 infection,1
Drug,treatment with dexmedetomidine,1
Drug,standard of care for covid-19 as per the hospital guidelines,1
Drug,shock-dependent hydrocortisone,1
Drug,sildenafil citrate tablets,1
Drug,xc7 200 mg multiple,1
Drug,xc7 100 mg single,1
Drug,xc221,1
Drug,the usual treatment,1
Drug,wfi water nebulization,1
Drug,weight-based dexamethasone dose,1
Drug,voclosporin,1
Drug,vitis xtra forte©,1
Drug,vitamin e,1
Drug,vitamin d3 or placebo,1
Drug,"vitamin d3 50,000 iu",1
Drug,single high dose vitamin d,1
Drug,sir1-365,1
Drug,sirolimus 1 mg/ml,1
Drug,sirukumab,1
Drug,sitagliptin,1
Drug,sndx-6352,1
Drug,vitamin c tablets,1
Drug,vitamin c 500 mg oral tablet,1
Drug,sno,1
Drug,vitamin a,1
Drug,soc + ifx-1,1
Drug,soc + intravenous famotidine,1
Drug,vit-d 0.2 mg/ml oral solution [calcidol],1
Drug,sildenafil,1
Drug,sevoflurane inhalant product,1
Drug,standard of care (soc) for covid-19,1
Drug,xc7 200 mg single,1
Drug,saline placebo,1
Drug,sar443122,1
Drug,yinhu qingwen granula,1
Drug,yinhu qingwen decoction(low dose),1
Drug,yinhu qingwen decoction,1
Drug,sarilumab 200 mg/1.14 ml subcutaneous solution [kevzara],1
Drug,sarilumab 400 mg/2.28 ml subcutaneous solution [kevzara],1
Drug,sarilumab prefilled syringe,1
Drug,sarilumab sar153191,1
Drug,sars-cov-2 convalescent plasma,1
Drug,yin hu qing wen granula(low does),1
Drug,sars-cov-2 mrna vaccine,1
Drug,xylocaine,1
Drug,sars-cov-2 plasma,1
Drug,sars-cov-2 vaccine,1
Drug,secukinumab 150 mg/ml subcutaneous solution [cosentyx],1
Drug,selenium (as selenious acid),1
Drug,xvr011,1
Drug,xuanfei baidu granules,1
Drug,xlear nasal spray,1
Drug,xiyanping injection,1
Drug,xiang-sha-liu-jun formula,1
Drug,semaglutide,1
Drug,senicapoc,1
Drug,xcel-umc-beta,1
Drug,soc therapy,1
Drug,vit d,1
Drug,virgin coconut oil (vco),1
Drug,sodium bicarbonate 150meq/l/d5w inj,1
Drug,usual care treatment,1
Drug,usual care,1
Drug,usb002,1
Drug,unikinon (chloroquine phosphate) 200mg tablets,1
Drug,stabilized hypochlorous acid,1
Drug,uni911 inhalation,1
Drug,standar medical treatmen,1
Drug,unfractionated heparin sc,1
Drug,standard (specific) therapy for covid-19,1
Drug,unfractionated heparin nebulized,1
Drug,unfractionated heparin iv,1
Drug,standard concomitant therapy,1
Drug,umifenovir,1
Drug,ulinastatin,1
Drug,type ii diabetes mellitus and covid-19 group (group ii),1
Drug,standard covid-19 therapies,1
Radiation,non-enhanced ct scan of the chest,1
Drug,trv027,1
Drug,trimodulin,1
Drug,trimetazidine,1
Drug,tricor® 145mg tablets,1
Drug,triazavirin (riamilovir),1
Drug,standard of care (soc) + ang-3777,1
Drug,standard of care (soc) + placebo,1
Drug,standard of care (soc) and colchicine+rosuvastatin,1
Drug,uttr1147a,1
Drug,uttr1147a-matched placebo,1
Drug,spironolactone 100mg,1
Drug,sofosbuvir 400 mg/ daclatasvir 60mg,1
Drug,sodium chloride,1
Drug,sodium chloride 9mg/ml,1
Drug,"sodium chloride, usp, for injection (0.9% nacl)",1
Drug,sodium nitrite,1
Drug,sodium pyruvate,1
Drug,sodium pyruvate nasal spray,1
Drug,virgin coconut oil,1
Drug,vir-7832,1
Drug,sofosbuvir 400 mg plus daclatasvir 200mg,1
Drug,vib7734,1
Drug,verapamil,1
Drug,ventaprost (inhaled epoprostenol delivered via a dedicated delivery system),1
Drug,spironolactone + dexamethasone,1
Drug,vc,1
Drug,vb-201 + standard of care,1
Drug,sofosbuvir and ledipasvir,1
Drug,valsartan (diovan),1
Drug,sofosbuvir ledipsavir,1
Drug,valproate,1
Drug,sofosbuvir plus ledipasvir,1
Drug,vadadustat,1
Drug,vaccination,1
Drug,uvc irradiation,1
Drug,sofusbuvir + daclastavir 60 mg,1
Drug,plitidepsin 2.5 mg/day,1
Radiation,chest radiography,1
Drug,plitidepsin 1.5 mg/day,1
Drug,hypertonic saturated saline mouth rinse active arm,1
Drug,hyperpolarized 129xenon gas,1
Drug,"hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",1
Drug,"hydroxychloroquine, doxycycline",1
Drug,"hydroxychloroquine, clindamycin, primaquine - low dose.",1
Drug,"hydroxychloroquine, clindamycin, primaquine - high dose.",1
Drug,"hydroxychloroquine, clindamycin",1
Drug,"hydroxychloroquine, azithromycin",1
Drug,hydroxychloroquine tablets,1
Drug,hydroxychloroquine sulfate tablets plus lopinavir/ ritonavir oral tablets,1
Drug,hydroxychloroquine sulfate 600 mg twice a day,1
Drug,hydroxychloroquine sulfate 600 mg once a day,1
Drug,hydroxychloroquine sulfate 400 mg twice a day,1
Drug,hydroxychloroquine sulfate 200 milligram (mg) tab,1
Drug,hydroxychloroquine sulfate + azythromycin,1
Drug,hydroxychloroquine sulfate (hcq),1
Drug,hyperpolarized xe129,1
Drug,ibudilast,1
Drug,hydroxychloroquine sar321068,1
Drug,ibuprofen,1
Drug,immunosuppressive,1
Drug,immunoglubulins,1
Drug,immunoglobulin of cured patients,1
Drug,imatinib tablets,1
Drug,imatinib mesylate intravenous solution,1
Drug,imatinib mesylate,1
Drug,imatinib,1
Drug,iloprost,1
Drug,il-12 plasmid,1
Drug,igiv,1
Drug,ifn beta-1a,1
Drug,idoine complex,1
Drug,icosapent ethyl (ipe),1
Drug,icatibant,1
Drug,ic14,1
Drug,hydroxychloroquine sulfate &azithromycin,1
Drug,hydroxychloroquine pre-exposure prophylaxis,1
Drug,"imp 1,000 plus soc",1
Drug,hydroxychloroquin with azithromycin,1
Drug,"human fecal microbiota, mbiotix hbi",1
Drug,human ezrin peptide 1 (hep1),1
Drug,huaier granule,1
Drug,hospital standard of care for covid-19,1
Drug,hmw-ha,1
Drug,hlx71,1
Drug,hlx70,1
Drug,history of exposure to anti-cd20 treatment since 01/01/2010,1
Drug,high-titer anti-sars-cov-2 (covid 19) convalescent plasma,1
Radiation,thoracic computed tomography scan,1
Drug,high-dose dexamethasone,1
Drug,high dose interferon-beta 1a,1
Drug,high dose corticosteroid,1
Drug,hidroxicloroquina,1
Drug,hfb30132a,1
Drug,hydrogen peroxide,1
Radiation,single fraction whole lung radiotherapy,1
Drug,hydroxychloroquine plus standard preventive measures,1
Drug,hydroxychloroquine (placebo),1
Drug,hydroxychloroquine placebo,1
Drug,hydroxychloroquine pill,1
Drug,hydroxychloroquine oral product,1
Drug,hydroxychloroquine only product in oral dose form,1
Drug,hydroxychloroquine in combination with camostat mesylate,1
Drug,hydroxychloroquine in combination of azithromycin,1
Drug,hydroxychloroquine combined with azithromycin,1
Drug,hydroxychloroquine as post exposure prophylaxis,1
Drug,hydroxychloroquine and azithromycin treatment arm.,1
Drug,hydroxychloroquine and azithromycin treatment,1
Drug,"hydroxychloroquine , sofosbuvir, daclatasvir",1
Drug,hydroxychloroquine + sorbitol,1
Drug,hydroxychloroquine + placebo,1
Drug,hydroxychloroquine + metabolic cofactor supplementation,1
Drug,hydroxychloroquine + lopinavir/ritonavir,1
Drug,immunosuppressive agents,1
Drug,"imp 5,000 plus soc",1
Drug,ivermectin oral tablets or sublingual waffles,1
Radiation,radiotherapy,1
Drug,iv dexamethasone,1
Drug,itolizumab iv infusion,1
Drug,isotretinoin(aerosolized 13 cis retinoic acid) +standard treatment,1
Drug,isotretinoin only product in oral dose form,1
Drug,isotretinoin (13 cis retinoic acid ) capsules,1
Drug,isotonic saline 0.9%,1
Drug,isotonic saline,1
Drug,isoquercetin (iqc-950an),1
Drug,isoprinosine,1
Drug,isoflurane inhalant product,1
Drug,isis 721744,1
Drug,isavuconazonium injection [cresemba],1
Drug,irl201104,1
Drug,iota-carrageenan,1
Drug,intravenous sedation,1
Drug,iv tocillizumab (tcz),1
Drug,ivermectin (iver p®) arm will receive ivm 600 µg / kg once daily plus standard care. control arm will receive standard care.,1
Drug,intravenous drug,1
Drug,ivermectin (ivm),1
Drug,ivermectin nasal,1
Drug,ivermectin injectable solution,1
Drug,ivermectin and doxycyline,1
Drug,ivermectin 6 mg oral tablet (2 tablets),1
Drug,ivermectin 6 mg oral tablet,1
Drug,"ivermectin 5 mg/ml oral solution, aspirin 250 mg tablets",1
Drug,ivermectin 3mg tab,1
Drug,ivermectin 3 mg,1
Drug,ivermectin 1.0mg/kg/day,1
Drug,ivermectin 0.6mg/kg/day,1
Drug,ivermectin 0.4mg/kg/day for 5 days,1
Drug,ivermectin / iota-carrageenan,1
Drug,ivermectin + placebo,1
Drug,ivermectin + doxycycline + placebo,1
Drug,ivermectin + doxycycline,1
Drug,intravenous immunoglobulin,1
Drug,intranasal ivermectin spray,1
Drug,imp rp2d plus soc,1
Drug,ino (inhaled nitric oxide) delivered via the inopulse delivery system,1
Drug,inhaled type i interferon,1
Drug,inhaled sedation,1
Drug,inhaled nitric oxide gas,1
Drug,inhaled nitric oxide (ino),1
Drug,inhaled iloprost,1
Drug,inhaled hypertonic ibuprofen,1
Drug,inhaled hydroxychloroquine,1
Drug,inhaled budesonide,1
Drug,inhaled aviptadil,1
Drug,inhalable hydroxychloroquine (hcq),1
Drug,indomethacin,1
Drug,inc424 / ruxolitinib,1
Drug,inb03,1
Drug,inactivated convalescent plasma,1
Drug,imunor,1
Drug,inm005,1
Drug,instilled t3,1
Drug,intranasal heparin sodium (porcine),1
Drug,insulin,1
Drug,intramuscular injection,1
Drug,intermediate dose thromboprophylaxis,1
Drug,intermediate dose enoxaparin/ unfractionated heparin,1
Drug,interleukin-1 receptor antagonist,1
Drug,interleukin 6 (il6) antagonist and corticosteroids,1
Drug,interleukin 6 (il6) antagonist,1
Drug,interferon-β1a,1
Drug,interferon-β 1a,1
Drug,interferon-ß-1a,1
Drug,interferon-beta,1
Drug,interferon-alpha2b,1
Drug,interferon β-1b,1
Drug,interferon or glatiramer acetate,1
Drug,interferon alfa,1
Drug,insulin regimen,1
Drug,hesperidin and diosmin mixture,1
Drug,hesperidin,1
Drug,heparin sc,1
Drug,enoxaparin sodium,1
Drug,enoxaparin prefilled syringe [lovenox],1
Drug,enoxaparin higher dose,1
Drug,enoxaparin 40mg/0.4ml inj syringe 0.4ml,1
Drug,enoxaparin 1 mg/kg,1
Drug,enisamium iodide,1
Drug,endothelial protocol,1
Drug,emtricitabine/tenofovir disoproxil fumarate 200 mg-245 mg oral tablet [truvada],1
Drug,emtricitabine/tenofovir disoproxil,1
Drug,emtricitabine/tenofovir alafenamide 200 mg-25 mg oral tablet,1
Drug,emtricitabine/tenofovir,1
Drug,emricasan,1
Drug,eltrombopag,1
Drug,eicosapentaenoic acid gastro-resistant capsules,1
Drug,eg-hpcp-03a placebo,1
Drug,eg-hpcp-03a,1
Drug,enoxaparin prophylactic dose,1
Drug,enoxaparin/lovenox intermediate dose,1
Drug,dwj1248 with remdesivir,1
Drug,ensifentrine dose 1,1
Drug,exogenous surfactant,1
Drug,exo-cd24,1
Drug,exebacase,1
Drug,etoposide,1
Drug,ethanol with asprin,1
Drug,estrogen therapy,1
Drug,estradiol patch,1
Drug,estradiol cypionate 5 mg/ml,1
Drug,estetrol monohydrate 15 mg,1
Drug,essential oils,1
Drug,essential amino acids,1
Drug,escin,1
Drug,eritoran,1
Drug,enzalutamide pill,1
Drug,enzalutamide,1
Drug,edoxaban tablets,1
Drug,dutasteride 0.5 mg,1
Drug,heparin infusion,1
Drug,dornase alfa,1
Drug,disease-modifying antirheumatic drugs (dmards),1
Drug,dipyridamole er 200mg/ aspirin 25mg orally/enterally and standard of care,1
Drug,dipyridamole 100 milligram(mg),1
Drug,dipyridamole,1
Drug,diphenhydramine,1
Drug,dimethyl fumarate,1
Drug,dietary supplement containing resistant starch,1
Drug,dialyzable leukocyte extract,1
Drug,dfv890,1
Drug,dexmedetomidine injectable product,1
Drug,dexamethasone oral,1
Drug,dexamethasone low dose,1
Drug,dexamethasone high dose,1
Drug,dexamethasone and hydroxychloroquine,1
Drug,dexamethasone 2 mg/ml,1
Drug,dociparstat sodium,1
Drug,dornase alfa inhalation solution,1
Drug,dur-928,1
Drug,double-blind nt-i7,1
Drug,duact,1
Drug,drug: standard treatment standard treatment,1
Drug,drug: na-831 - 0.20 mg/kg,1
Drug,drug: na-831 - 0.10 mg/kg,1
Drug,drug: na-831,1
Drug,drug: isotretinoin(aerosolized 13 cis retinoic acid) plus aerosolized itraconazole,1
Drug,drug: isotretinoin(aerosolized 13 cis retinoic acid),1
Drug,drug: isotretinoin plus tamoxifen,1
Drug,drug: gs-5734 - 2.00 mg/kg,1
Drug,drug: gs-5734 - 1.00 mg/kg,1
Drug,drug isotretinoin (13 cis retinoic acid ) capsules+standard treatment,1
Drug,drug covid19-0001-usr,1
Drug,doxycycline hcl,1
Drug,doxycyclin,1
Drug,double-blind placebo,1
Drug,experimental drug,1
Drug,experimental group,1
Drug,extract psidii guava,1
Drug,group apixaban,1
Drug,group 2: control group with enoxaparin 40mg/d,1
Drug,group 1: rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed,1
Drug,gns561,1
Drug,gls-1200,1
Drug,gls-1027,1
Drug,glenzocimab,1
Drug,gimsilumab,1
Drug,giga-2050,1
Drug,gc4419,1
Drug,gargle/mouthwash,1
Drug,ganovo+ritonavir+/-interferon nebulization,1
Drug,galidesivir,1
Drug,fx06,1
Drug,fultium® -d3 800,1
Drug,ft516,1
Drug,group a hcq,1
Drug,group b control,1
Drug,famotidine 20 mg,1
Drug,group hydroxychloroquine,1
Drug,heparin - therapeutic dosage,1
Drug,heparin - prophylactic dosage,1
Drug,hcq01,1
Drug,hcq+azt,1
Drug,hcq & az vs hcq+sir,1
Drug,hcq & az,1
Drug,hb-admsc,1
Drug,had5-sfusion+ n-etsd (oral capsule),1
Drug,gx-i7 vehicle,1
Drug,gx-19,1
Drug,gt0918 tablets or placebo,1
Drug,gse and xylitol,1
Drug,gs-441524,1
Drug,growth hormone,1
Drug,group hydroxychloroquine and apixaban,1
Drug,fsd201,1
Drug,fp-025 300 mg,1
Drug,fp-025 100 mg,1
Drug,foy-305,1
Drug,favipiravir tablets+chloroquine phosphatetablets tablets,1
Drug,favipiravir tablets,1
Drug,favipiravir plus nitazoxanide,1
Drug,favipiravir placebo,1
Drug,favipiravir combined with tocilizumab,1
Drug,favipiravir + standard of care,1
Drug,favipiravir + currently used therapy,1
Drug,favipiravir (3600 mg + 1600 mg),1
Drug,favipiravir (3200 mg + 1200 mg) combined with hydroxychloroquine,1
Drug,favipiravir (3200 mg + 1200 mg) combined with azithromycin,1
Drug,favipiravir (3200 mg + 1200 mg),1
Radiation,thoracic ct-scan,1
Drug,favicovir 200 mg film tablet,1
Drug,favicovir (standard treatment),1
Drug,famotidine 20 milligram tablet,1
Drug,favir 200 mg ft,1
Drug,favira 200 mg film tablet,1
Drug,favorable outcome,1
Drug,fnc dummy tablet+standard of care,1
Drug,fotv,1
Drug,fosmanogepix,1
Drug,fondaparinux,1
Drug,fondapariniux,1
Drug,folic acid,1
Drug,fnc+standard of care,1
Drug,fluvoxamine maleate 100 mg [luvox],1
Drug,fb2001,1
Drug,fluoxetine tablets,1
Drug,fixed-duration hydrocortisone,1
Drug,fixed-duration higher dose hydrocortisone,1
Drug,five-days oseltamivir,1
Drug,fingolimod 0.5 mg,1
Drug,fb2001 placebo,1
Drug,ivermectin oral,1
Drug,ivermectin powder,1
Drug,plitidepsin,1
Drug,oseltamivir 75mg,1
Drug,ortd-1 low dose,1
Drug,ortd-1 high dose,1
Drug,orally suspension of cov2-ogen1,1
Drug,oral-b mouth sore mouthwash,1
Drug,oral ivermectin,1
Drug,oral co-trimoxazole,1
Drug,oral administration of colchicine plus herbal phenolic monoterpene fractions,1
Drug,oral 25-hydroxyvitamin d3,1
Drug,oral 13 cis retinoic acid,1
Drug,oral,1
Drug,ophtamesone,1
Drug,open label bss (pepto bismol),1
Drug,op-101,1
Drug,only standard treatment,1
Drug,omeprazole 20mg,1
Drug,ortd-1 mid dose,1
Drug,osoc,1
Drug,omega-3 fatty acid supplement,1
Drug,ot-101,1
Drug,patients with the treatment agains covid19,1
Drug,"patch, placebo",1
Drug,"patch, nicotine",1
Drug,part b: upamostat 200 or 400 mg,1
Drug,part a: upamostat 400 mg,1
Drug,part a: upamostat 200 mg,1
Drug,part a and b: placebo,1
Drug,pamrevlumab,1
Drug,pacritinib,1
Drug,p2y12,1
Drug,p2et (caesalpinia spinosa extract),1
Drug,ozanimod,1
Drug,oxytocin,1
Drug,oxygen gas,1
Drug,oximen® 3%,1
Drug,omegaven®,1
Drug,omega 3/nigella sativa oil/quinine pills,1
Drug,pdno,1
Drug,no-immunosuppressive,1
Drug,nivolumab injection,1
Drug,nitroglycerin,1
Drug,nitric oxide-sessions,1
Drug,nitric oxide-releasing drug,1
Drug,nitric oxide-continuous and sessions,1
Drug,"nitric oxide lozenges, 30 mg",1
Drug,nitric oxide 0.5 % / nitrogen 99.5 % gas for inhalation,1
Drug,nitazoxanide tablets,1
Drug,nitazoxanide and ciclésonide,1
Drug,nitazoxanide and atazanavir/ritonavir,1
Drug,nitazoxanide 500mg oral tablet,1
Drug,nitazoxanide 500 mg,1
Drug,nintedanib 150 mg [ofev],1
Drug,nintedanib 150 mg,1
Drug,nigella sativa seed,1
Drug,nk-1r antagonist,1
Drug,non-acei/arb,1
Drug,omega 3/nigella sativa oil/indian costus,1
Drug,non-ras blocking antihypertensives,1
Drug,omega 3/nigella sativa oil/deglycyrrhizinated licorice,1
Drug,omega 3/nigella sativa oil/anise seed capsule,1
Drug,omega 3/nigella sativa oil,1
Drug,omega 3 fatty acid,1
Drug,octaplas,1
Drug,octagam,1
Drug,observational,1
Drug,nuvastatic,1
Drug,nusepin® 0.2 mg,1
Drug,nusepin® 0.1 mg,1
Drug,nt-i7,1
Drug,np-120 (ifenprodil),1
Drug,nox66,1
Drug,normal saline intranasal,1
Drug,normal saline infusion + standard of care,1
Drug,pd-1 blocking antibody+standard treatment,1
Drug,peginterferon lambda alfa-1a subcutaneous injection,1
Drug,janus kinase inhibitor (ruxolitinib),1
Drug,placebo pmdi,1
