InterventionName_lower,Freq
"a high-dose recombinant covid-19 vaccine (cho cell) (60-85 years) at the schedule of day 0, 28, 56",1
"a high-dose recombinant covid-19 vaccine (cho cell) (18-59 years) at the schedule of day 0, 28, 56",1
"a high-dose placebo (60-85 years) at the schedule of day 0, 28, 56",1
"a high-dose placebo (18-59 years) at the schedule of day 0, 28, 56",1
a 940-nm diode laser,1
a $20 survey incentive,1
anxiety reduction training,1
any drug used to treat covid-19,1
ap-23,1
beva+soc,1
bi 767551 inhaled,1
bi 767551 inhalation,1
bi 764198,1
bge-175,1
bgb-dxp593,1
bgb dxp593,1
bevacizumab,1
betadine© bucal 100 mg/ml,1
bidirectional oxygenation mouthpiece,1
betadine (c) mouth rinse with the solution provided,1
best supportive care (bsc),1
best standard of care + cardio,1
best message alone,1
best message + augmented message or implementation strategy,1
best available therapy,1
best available care,1
bicalutamide 150 mg,1
big five inventory (bfi) scale,1
berberine,1
biological,1
biological samples day of delivery,1
biological samples collection,1
biological sample and clinical data collection,1
biological sample,1
"biological collection with nasopharyngeal samples, saliva, blood, stool and urine",1
biological collection (patients co infected hiv sras-cov-2),1
biological assays in particular on the lipid metabolism,1
biocollection,1
bio 300 oral suspension,1
biochemistry blood test,1
biochemical analysis,1
biochemical analyses,1
biobehavioral tele-rehabilitation sessions,1
biobank,1
bioarginina®,1
bio101,1
bereavement virtual support group,1
bempegaldesleukin,1
"biological samples, questionnaires and interviews",1
baseline message,1
bbv152b - phase i,1
bbv152a - phase ii,1
bbv152a - phase i,1
bat2020,1
bat + calcifediol,1
bat,1
basic body awareness therapy,1
baseline disease modifying therapies (dmts),1
bbv152c - phase i,1
baseline blood sample,1
baseline and during hospitalization blood samples,1
base therapy,1
baricitinib oral tablet [olumiant],1
baricitinib or anakinra,1
baricitinib 4 mg oral tablet,1
baricitinib + dexamethasone,1
bbv152b - phase ii,1
bbv154 vaccine,1
bemiparin sodium,1
bedside lung ultrasound,1
bemcentinib,1
behaviour change technique intervention to improve quality of life,1
behavioral: ocat-sham,1
behavioral: ocat,1
behavioral economics,1
behavioral and cognitive assessment,1
behavioral activation ssi,1
beck depression inventory (bdi),1
bcg,1
beck depression inventory,1
beck anxiety inventory,1
bdb-001 injection,1
bd veritor plus system for rapid detection of sars cov-2,1
bcg-10 vaccine,1
bcg vaccine (freeze-dried),1
bcg group,1
biological samples specific to research,1
biological sampling,1
apabetalone,1
blood sampling (venesection),1
bloodwork,1
blood- and saliva tests,1
"blood tests sputum, nasal lavage and brushing",1
blood test for sars-cov2 serology,1
blood test for inflammatory markers,1
blood test for igg antibodies against sars-cov-2,1
blood sampling for biobank,1
blood sampling (4 per year),1
bm-mscs,1
blood samples for the study of the humoral response to sars-cov-2 variants and of the cellular response after vaccination against covid-19,1
blood samples collection,1
blood samples (collection of 5 ml of blood in a dry tube),1
blood sample for whole genome sequencing,1
blood sample for serology to measure past infection with sars-cov-2,1
blood sample for serological test,1
blood sample for seroepidemiological investigation,1
bm-allo.msc,1
bms-986253,1
blood sample and salivary sample,1
bnt162c2,1
botulinum neurotoxin,1
bone marrow mesenchymal stem cell derived extracellular vesicles infusion treatment,1
bone marrow harvest,1
bone conduction headphones,1
bolus vitamin d3,1
bolus placebo,1
body position change,1
bnt162b3,1
bno 1030,1
bnt162b2sa,1
bnt162b2.b.1.351,1
bnt162b2 vaccine,1
bnt162b2 mrna covid-19 vaccine,1
bnt162b2 30mcg,1
bnt162b2 20mcg,1
bnt162a1,1
blood sample collection,1
blood sample and data record,1
biological test,1
biological: spike protein based vaccine such as chadox1 ncov-19 vaccine,1
biosensors,1
biopsies of subcutaneous adipose tissue,1
biomedomics covid-19 igm-igg rapid test,1
biomarkers of inflammation,1
biomarkers in the long term impact of coronavirus infection in the cardiorrespiratory system,1
biomarkers expression,1
"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct)",1
biological: oral polio vaccine,1
biozek covid-19 antigen rapid test,1
biological: mrna-1273,1
biological: covid-19 convalescent plasma,1
biological/vaccine: recombinant new coronavirus vaccine (cho cells) placebo group,1
biological/vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1
biological/vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1
biological/vaccine: bnt162b2 10mcg,1
biological/vaccine: angiotensin peptide (1-7) derived plasma,1
biovitals,1
biozek covid-19 antigen rapid test (saliva),1
blood sample analyses,1
blood count,1
blood plasma,1
blood group determination,1
blood for research purposes,1
blood for pharmacokinetic samples,1
blood for anti-drug antibody (ada),1
blood donation from convalescent donor,1
blood d-dimer assay,1
blood collection via fingerprick,1
bivalirudin injection,1
"blood collection at day 8, day 16, day 24, month 6 and month 12 after first symptoms from sars-cov-2 infection",1
blood and derivatives.,1
blood analysis,1
blink and masseter inhibitory reflex,1
blended gaming covid-19 training system (bgcts),1
bld-2660,1
black seed oil cap/tab,1
baricitinib (janus kinase inhibitor),1
bariatric procedures,1
bardoxolone methyl,1
ashmolean website,1
assessing the impact of covid-19,1
"assessing antibody responses, neutralizing capacity and memory b-cell function",1
assembled mask,1
aspirin 81 mg,1
aspirin 75mg,1
aspirin 100mg,1
asp,1
ascorbic acid and zinc gluconate,1
"assessment of coagulopathy, platelets activation and platelets-neutrophils interplay",1
asc09f+oseltamivir,1
asc09/ritonavir group,1
asbrip,1
artesunate-amodiaquine,1
artesunate,1
arterial blood gas test (abg),1
arterial blood gas (abg),1
assessment of cardiovascular diseases and cardiovascular risk factors,1
assessment of dietary changes in adults in the quarantine,1
artemisinin / artesunate,1
assisting to the event,1
asunercept 400mg,1
asunercept 25mg,1
asunercept 100mg,1
asunercept,1
astrostem-v,1
astrazeneca/oxford vaccine,1
association of diltiazem and niclosamide,1
assist,1
assessment of lung mechanics and heart-lung interactions,1
assigned strategies: opt-in,1
assigned strategies: enhanced active choice,1
assigned strategies: active choice,1
assessment of ventilator-associated pneumonia criteria,1
assessment of the sequelae after hospitalization for sars-cov-2,1
assessment of proinflammatory cytokine production and immunophenotypic analysis after stimulation with overlapping s-peptides in peripheral blood mononuclear cells (pbmc),1
assessment of postnatal depression using the the edinburgh questionnaire between 4 and 6 weeks after delivery,1
arterial blood gas,1
artemisinin,1
balanced amino acid,1
apremilast placebo,1
arbs and/or ace inhibitors,1
arbox,1
arbidol hydrochloride granules,1
arbidol 100 mg kapsul,1
apx-115,1
aprotinin,1
aprepitant injectable emulsion,1
apps,1
arct-021 dose 1,1
application of cdss to provide nutritional care in breast cancer patients from home,1
apple watch series 5,1
appendicectomy,1
apo-hydroxychloroquine,1
apl-9,1
apixaban 5mg,1
apilimod dimesylate capsule,1
arct-021,1
arct-021 dose 2,1
artemisia annua leaf,1
arfc mask,1
artemic,1
artemether-lumefantrine (al),1
artemesia annua,1
artecom® (pyronaridine-artesunate),1
art therapy,1
art,1
argatroban,1
ardsnet,1
arct-021 dose 3,1
ards and covid19 treatments,1
arct-021 two lower dose priming,1
arct-021 two higher dose priming,1
arct-021 single dose priming,1
arct-021 dose regimen 2,1
arct-021 dose regimen 1,1
arct-021 dose 4,1
asynchronies detection,1
asynchronous telerehabilitation programme,1
at-001,1
azd7442 (im),1
azithromycin (azithro),1
azinc,1
azd7442 600 mg im (male),1
azd7442 300 mg iv (male and female),1
azd7442 300 mg im(male),1
azd7442 1000 mg iv (male),1
azd7442 (iv),1
azd1656,1
azithromycin / ribaroxaban / paracetamol,1
ayurvedic kadha,1
axillary sweat sample,1
award plus covid-specific advice,1
award advice,1
awake prone position,1
avm0703,1
aviptadil placebo,1
azithromycin / ivermectin / ribaroxaban / paracetamol,1
azithromycin 250 mg,1
at-100,1
açaí palm berry extract - natural product,1
balance assessments,1
baf312,1
bactrl-spike,1
bacterial species isolated,1
bactek-r,1
bacmune (mv130),1
background questionnaire,1
azvudine placebo,1
azithromycin 250 mg oral capsule,1
azvudine,1
azoximer bromide,1
azithromycin with amoxicillin/clavulanate,1
azithromycin capsule,1
azithromycin and hydroxychloroquine,1
azithromycin 500mg oral tablet,1
azithromycin 500 milligram (mg) oral tablet,1
aviptadil by intravenous infusion + standard of care,1
aviptadil 67μg,1
aviptadil,1
atorvastatin 80mg,1
atyr1923 3 mg/kg,1
atyr1923 1 mg/kg,1
attention control,1
attendance by ambulance crew,1
atr-002,1
atovaquone/azithromycin,1
atorvastatin-ezetimibe,1
atorvastatin 40mg,1
avigan 200 mg ft,1
atorvastatin 20mg,1
atorvastatin 20 mg oral tablet,1
atorvastatin + l-arginine + folic acid + nicorandil + nebivolol,1
ati-450,1
atazanavir and dexamethasone,1
atazanavir,1
atafenovir 200 mg kapsul,1
audio-vestibular evaluation,1
audio-visual triage system (avt),1
auditory evoked potentials (aep),1
auricular neuromodulation,1
avicod 200 mg film tablet,1
av-001,1
auxora,1
autophagy inhibitor (gns651),1
automated oxygen administration - freeo2,1
autologous stem cell transplantation,1
autologous non-hematopoietic peripheral blood stem cells (nhpbsc),1
autologous hb-admsc's,1
autologous adipose-derived stem cells,1
autologous adipose msc's,1
autologous activated platelet-rich plasma,1
auto-questionnaires (patients co infected hiv sras-cov-2),1
auscul-x,1
auricular stimulation,1
auricular percutaneous neurostimulation,1
descartes 30,1
description of groups caracteristics,1
desferal 500 mg injection,1
injectable placebo,1
inspiratory + expiratory muscle training group,1
inopulse,1
ino (inhaled nitric oxide) delivered via the inopulse delivery system,1
innova lateral flow device,1
inm005,1
injection of secretome-mscs,1
injection and infusion of lv-smenp-dc vaccine and antigen-specific ctls,1
inhaled type i interferon,1
inspiratory muscle and exercise training,1
inhaled supplemental oxygen,1
inhaled sedation,1
inhaled nitric oxide gas,1
inhaled nitric oxide (ino),1
inhaled iloprost,1
inhaled hypertonic ibuprofen,1
inhaled hydroxychloroquine,1
inspiratory + expiratory muscle training placebo group,1
inspiratory muscle traiing,1
inhaled aviptadil,1
insulin regimen,1
interferon β-1b,1
interferon or glatiramer acetate,1
interferon alfa,1
intensive care unit admission ratio,1
intellivent asv,1
integrated clinical evaluation,1
insurance navigation,1
insulin film,1
inspiratory muscle trainer,1
insulin,1
instrumental activities of daily living shaping,1
instilled t3,1
inspiratory training device,1
inspiratory muscle training placebo group,1
inspiratory muscle training group,1
inspiratory muscle training,1
inhaled budesonide,1
inhalation of n-acetylcysteine,1
interferon-beta,1
inc424 / ruxolitinib,1
indirect calorimetry,1
independent control,1
incremental shuttle walk test,1
increasing willingness and uptake of covid-19 vaccination,1
increasing willingness and uptake of covid-19 testing and vaccination,1
incidence of bleeding complications in ards patients on veno-venous ecmo,1
incentive spirometer/respiratory exerciser,1
inb03,1
individualized-chinese herbal medicine,1
inactive sars-cov-2 vaccine (vero cell),1
inactivated sars-cov-2 vaccine (vero cell）,1
inactivated sars cov 2 vaccine (vero cell) wuhan/beijing/placebo,1
inactivated convalescent plasma,1
in01 vaccine,1
in-person postoperative visit,1
in-person monitoring,1
individualised ayurveda,1
indomethacin,1
"inhalation of 8,4% sodium bicarbonate",1
informational videos and social media campaigns encouraging cancer screening.,1
inhalation of 5% sodium chloride,1
inhalable hydroxychloroquine (hcq),1
infusion placebo,1
infusion iv of mesenchymal stem cells,1
infrared energy and dietary supplement,1
informed consent,1
informed,1
informational sheet,1
infectious disease and cardiology clinical consultations,1
information on covid-19,1
information assigned in community,1
inflammatory markers sampling,1
inflammatory cytokines and chemokines profiles of patients with dexmedetomidine administration,1
inflammation (iii),1
inflammation (ii),1
inflammation (i),1
interferon-alpha2b,1
interferon-ß-1a,1
in-hospital mortality rate,1
investigation of smell and taste disorders,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, two doses, intranasal drops",1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, single dose, intranasal spray",1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, single dose, intranasal drops",1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 2, single dose, intranasal drops",1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 1, single dose, intranasal drops",1
investigational product - viracide,1
investigation of the prevalence of test positivity,1
invasive ventilation strategy,1
iota-carrageenan,1
invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,1
invasive mechanical ventilation,1
intubation box,1
intravenous sedation,1
intravenous saline injection (placebo),1
intravenous infusions of stem cells,1
intravenous immunoglobulin therapy,1
iota carrageenan nasal spray and ivermectin oral drops (used as buccal drops),1
ip-10 in cds protocol,1
intravenous immune globulin,1
isotretinoin (13 cis retinoic acid ) capsules,1
iv tocillizumab (tcz),1
iv dexamethasone,1
iv deployment of csvf in sterile normal saline iv solution,1
itolizumab iv infusion,1
it is a survey,1
isotretinoin(aerosolized 13 cis retinoic acid) +standard treatment,1
isotretinoin only product in oral dose form,1
isotonic saline 0.9%,1
ipss questionnaire,1
isotonic saline,1
isoquercetin (iqc-950an),1
isoprinosine,1
isoflurane inhalant product,1
isis 721744,1
isavuconazonium injection [cresemba],1
irl201104,1
intravenous immunoglobulin,1
intravenous drug,1
interferon-β 1a,1
intermediate dose thromboprophylaxis,1
internet-based self-help after 3 weeks,1
internet-based self-help,1
internet-based intervention,1
internet-based guided self-help based on cbt principles,1
internet-based cognitive behavioral therapy,1
internet cognitive behavioral therapy plus chamindwell,1
intermittent prone positioning instructions,1
intermediate dose enoxaparin/ unfractionated heparin,1
interpersonal psychotherapy,1
interleukin-6 gene-174c detection,1
interleukin-1 receptor antagonist,1
interleukin assessment in semen,1
interleukin 6 (il6) antagonist and corticosteroids,1
interleukin 6 (il6) antagonist,1
interleuken 6 level measurment,1
interferon-β1a,1
internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1
intervention,1
intravenous access,1
interview by psychologists,1
intraosseous access,1
intranasal ivermectin spray,1
intranasal heparin sodium (porcine),1
intramuscular injection,1
intradermal injection of bcg vaccine,1
intracorporeal left hemicolectomy anastomosis,1
intestinal parasite,1
"intervention, tbn",1
intervention app,1
intervention training:,1
intervention program,1
intervention group_rehabilitation program,1
intervention group coronacope,1
intervention group,1
intervention for tecc model,1
intervention for covid-19 preventive protocols,1
in-person instruction,1
in vivo brain pet-tspo acquisitions,1
desidustat,1
hydroxychloroquine sulfate &azithromycin,1
hydroxychloroquine sulfate 600 mg twice a day,1
hydroxychloroquine sulfate 600 mg once a day,1
hydroxychloroquine sulfate 400 mg twice a day,1
hydroxychloroquine sulfate 200 milligram (mg) tab,1
hydroxychloroquine sulfate + azythromycin,1
hydroxychloroquine sulfate + azithromycin,1
hydroxychloroquine sulfate (hcq),1
hydroxychloroquine sar321068,1
hydroxychloroquine tablets,1
hydroxychloroquine pre-exposure prophylaxis,1
hydroxychloroquine plus standard preventive measures,1
hydroxychloroquine plus nitazoxanide,1
hydroxychloroquine placebo,1
hydroxychloroquine pill,1
hydroxychloroquine oral product,1
hydroxychloroquine only product in oral dose form,1
hydroxychloroquine sulfate tablets plus lopinavir/ ritonavir oral tablets,1
"hydroxychloroquine, azithromycin",1
hydroxychloroquine in combination of azithromycin,1
hyper immunoglobulins containing anti-corona vs2 immunoglobulin,1
hypertonic saturated saline mouth rinse active arm,1
hypertension,1
hyperpolarized xenon-129 mri of the lungs,1
hyperpolarized xe129,1
hyperpolarized 129xenon gas,1
hyperbaric oxygen treatment (hbot) i.e. inhalation of pressurized oxygen delivered by a hyperbaric chamber (drug/device),1
hyperbaric chamber,1
hyfe cough tracker,1
"hydroxychloroquine, clindamycin",1
hydroxycloroquine and azythromycine,1
hydroxychloroquine/chloroquine,1
hydroxychloroquine/azithromycine,1
"hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",1
"hydroxychloroquine, doxycycline",1
"hydroxychloroquine, clindamycin, primaquine - low dose.",1
"hydroxychloroquine, clindamycin, primaquine - high dose.",1
hydroxychloroquine in combination with camostat mesylate,1
hydroxychloroquine combined with azithromycin,1
hypothermia via cooling machine- arctic sun 5000,1
hospitalized patients for covid-19 infection,1
human ezrin peptide 1 (hep1),1
human cord tissue mesenchymal stromal cells,1
"human coach first, then virtual assistant",1
huaier granule,1
hscore,1
host immune factors,1
host genotype,1
hospitalized children with covid19,1
human milk donors,1
hospitalization for premature birth,1
hospitalization,1
"hospitalisation, necessity of icu, mortality rate, lung involvement",1
hospitalisation for sars-cov2 infection,1
hospital: usual care (uc),1
hospital: dd-ca,1
hospital treatment of covid disease,1
"human fecal microbiota, mbiotix hbi",1
human normal immunoglobulin (ivig),1
hydroxychloroquine as post exposure prophylaxis,1
hydroxychloroquine + azithromycin + / - tocilizumab,1
hydroxychloroquine and azithromycin treatment arm.,1
hydroxychloroquine and azithromycin treatment,1
"hydroxychloroquine , sofosbuvir, daclatasvir",1
hydroxychloroquine + sorbitol,1
hydroxychloroquine + placebo,1
hydroxychloroquine + metabolic cofactor supplementation,1
hydroxychloroquine + lopinavir/ritonavir,1
hydroxychloroquine (placebo),1
human umbilical cord derived cd362 enriched mscs,1
hydroxychloroquin with azithromycin,1
"hydrogen-oxygen generator with nebulizer, ams-h-03",1
hydrogen peroxide (b) mouth rinse with the solution provided,1
hydrogen oxygen generator with nebulizer,1
humoral and cellular immunity,1
humanistic care,1
human umbilical cord mesenchymal stem cells + best supportive care,1
hypothermia,1
"hypoxia : 14.3 and 12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1
imunor,1
imatinib tablets,1
immune response study,1
"immune response monitoring , blood samples",1
immune response characterization,1
immune plasma,1
immediate vs. delayed provision of antibody test results,1
imm-101,1
imdevimab,1
imatinib mesylate intravenous solution,1
immunoformulation,1
imatinib mesylate,1
imatinib,1
"imaging, blood tests",1
imaging of the lungs,1
imaging by thoracic scanner,1
imaging,1
"ilr, pmk, icd",1
immunfluorescence,1
immunofree tablets and reginmune capsule,1
iloprost,1
"imp 5,000 plus soc",1
impulse™ una e-stethoscope,1
impliminting online distance learning,1
impact of respiratory isolation on quality of life,1
impact of event scale-revised,1
impact of covid-19 questionnaire,1
impact event score,1
imp rp2d plus soc,1
"imp 1,000 plus soc",1
immunogenicity after first and second dose,1
immunosuppressive agents,1
immunosuppressive,1
immunoseq,1
immunoglubulins,1
immunoglobulin of cured patients,1
immunoglobulin g detection,1
immunoglobulin,1
ilr implantation,1
ili and covid-19 detection,1
iamp test,1
icu cockpit software testing,1
idoine complex,1
identify sars-cov-2 infection by serology,1
identification of genetic variants,1
identification by pcr of the sars-cov-2 virus in samples taken from the fetus,1
id now™ covid-19 screening test,1
id now vs. accula,1
icu recovery + physical therapy,1
icosapent ethyl (ipe),1
ifn beta-1a,1
ice swimming,1
icatibant,1
"ic14, a monoclonal antibody against cd14",1
ic14,1
ibuprofen,1
ibudilast,1
"ib10 sphingotest® bio-adm® apparatus (sphingotec gmbh, hennigsdorf, germany)",1
ier-r (posttraumatic stress),1
igg,1
il-12 plasmid,1
iibr-100 high-dose (prime-boost),1
iiv4 for the 1st dose and ppv23 for the 2nd dose,1
iief-5 questionnaire,1
"iibr-100, low dose (prime)",1
iibr-100 top-dose (prime-boost),1
iibr-100 medium-dose (prime-boost),1
iibr-100 medium dose (prime),1
iibr-100 low-dose (prime-boost),1
iibr-100 high-dose (prime),1
igg antibodies immunoassay,1
igm and igg diagnostic kits to sars-cov-2,1
igm and igg antibodies assay,1
igiv,1
igg test,1
igg sars cov2,1
igg sars cov 2 antibodies,1
igg neutralising antibody titers to s1 and s2 proteins of sars-cov-2 virus,1
ivermectin (iver p®) arm will receive ivm 600 µg / kg once daily plus standard care. control arm will receive standard care.,1
ivermectin (ivm),1
ivermectin + doxycycline,1
machine learning/ai algorithm,1
mailer-based finger-prick,1
magnetic resonance spectroscopy (mrs).,1
magnetic resonance imaging,1
magec spine rod,1
maf capsules 148 mg,1
macrolide administered for up to 14 days,1
macrolide administered for 3-5 days,1
machine learning model,1
makair,1
machine learning classification of recurrence and non-recurrence,1
machine learning classification of parenchymal lung change cause,1
machine learning,1
machine based evaluation,1
m capsules 148 mg,1
lyt-100,1
lymphocyte monocyte ratio,1
maintenance or reduction of immunosuppression,1
male sexual health questionnaire (mshq),1
ly3127804,1
maraviroc+favipiravir+ct,1
mask without mask adhesive / arm 2,1
mask with mask adhesive/arm 1,1
mask,1
masitinib,1
"masimo, lidco",1
mas825,1
marker therapeutics d2000 cartridge (d2000) for use with the spectra optia® apheresis system (optia spd protocol),1
maraviroc experimental group,1
management of covid-19,1
maraviroc 300 mg,1
maraviroc + currently used therapy,1
maraviroc,1
manual acupuncture,1
manremyc,1
mannitol,1
management strategy of outpatient with mild to moderate sars-cov-2 pneumonia,1
ly3853113,1
lus twelve area,1
maslach burnout inventory (mbi),1
low-dose placebo (60-85 years) & three dose regimen,1
low-dose recombinant sars-cov-2 vaccine (cho cell),1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years) & two dose regimen,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years) & three dose regimen,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years) & two dose regimen,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years) & three dose regimen,1
low-dose radiotherapy,1
low-dose placebo (60-85 years) & two dose regimen,1
low-dose placebo (18-59 years) & two dose regimen,1
low-intensity aerobic training,1
low-dose placebo (18-59 years) & three dose regimen,1
low-dose chest ct,1
low-concentration essential oil,1
low tailored message plus covid-19 vaccine message,1
low tailored message,1
low peep - fio2 low,1
low peep - fio2 high,1
low-field thoracic magnetic stimulation (lf-thms),1
low-intensity psychosocial interventions through telemental health,1
lus fourteen area,1
lung function test,1
lungfit™,1
lung ultrasound use in patients hospitalized with covid,1
lung ultrasonography,1
lung mechanics at different peep,1
lung low dose radiation,1
lung impedance technique,1
lung function tests,1
lung ct scan analysis in covid-19 patients,1
low-intensity remote patient monitoring (rpm-low),1
lung ct,1
lung biopsy,1
lucinactant,1
"ltx-109 gel, 3%",1
lsalt peptide,1
lower-dose prophylactic anticoagulation,1
low-molecular-weight heparin,1
masked saline placebo,1
maslach burnout inventory questionnair,1
ivermectin + doxycycline + placebo,1
mental health student,1
mesenchymal stem cells transplantation,1
mesenchymal stem cells derived from wharton jelly of umbilical cords,1
mesenchymal stem cell therapy,1
mesenchymal cells,1
merimepodib,1
"menthol 0.02%, methyl salicylate 0.05%, n- acetyl cysteine 1.2 gm%, and diclofenac sodium 1gm%",1
mental imagery,1
mental health questionnaire,1
mesenchymal stromal cells infusion,1
mencare+/bandebereho fathers'/couples' group education,1
menacwy vaccine,1
menacwy single dose + paracetamol,1
menacwy prime & saline placebo boost + paracetamol,1
menacwy boost,1
menacwy,1
membrane-based immunoassay kit,1
mesenchymal stromal cell-based therapy,1
mesenchymal stromal stem cells - ki-msc-pl-205,1
melatonin intravenous,1
methylene blue,1
"methylprednisolone, placebo",1
methylprednisolone therapy,1
methylprednisolone injection,1
methylprednisolone injectable product,1
methylprednisolone 80 mg/ml injectable suspension,1
methylene-blue photodisinfection,1
methylene blue 5 mg/ml,1
methotrexate-lde phase 2,1
mesencure,1
methotrexate-lde phase 1,1
metformin extended release oral tablet,1
metenkefalin + tridecactide,1
metaneb® system,1
messaging informed by construal level theory,1
messaging,1
message directing subjects to information on covid-19 vaccine safety and efficacy,1
melphalan,1
melatonin 2mg,1
massive parallel sequencing of host genome,1
measles-mumps-rubella vaccine,1
mechanical ventilation with the automated bvm compressor,1
mechanical ventilation,1
mechanical trombectomy,1
measurement of sublingual microcirculation,1
measurement of respiratory muscle force,1
measurement of oxygen saturation,1
measurement of circulating sflt1 concentration,1
"mcn (methylene blue, vitamin c, n-acetyl cysteine)",1
media intervention,1
mcgrath videolaryngoscope,1
mcc ims,1
maximal effort test,1
maternal stress,1
maternal sars-cov-2 infection,1
"maternal attachment, edinburgh depression scoring and postpartum anxiety scale scores",1
matched placebo hydroxychloroquine,1
mechanical ventilator settings and position,1
medical consultation,1
mejoracare,1
meditation app usage,1
mefloquine as a prophylaxis against sars-cov-2 infection in household contacts of covid 19 confirmed cases,1
mefloquine + azithromycin + / - tocilizumab,1
mefloquine,1
medium dose prednisolone,1
medium dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule,1
medium chain triglyceride oil,1
meditation therapy,1
meditation and anxiety reduction training,1
medical follow-up,1
medication review,1
medical research council (mrc) dyspnea scale,1
medical record review - inpatient treatment,1
medical record review,1
medical ozone procedure,1
medical music,1
medical mask,1
low or upper respiratory tract sample,1
low molecular weight heparin as standard of care treatment,1
low intensity nudges,1
laboratory and instrumental examination,1
lactobacillus,1
labs,1
laboratory tests,1
laboratory test positive for sars-cov-2 virus,1
laboratory samples,1
laboratory blood tests,1
laboratory biomarkers,1
laboratory analyses,1
lactobaciltus rhamnosus gg placebo,1
lab workup (on admission and regularly during follow up).,1
l. reuteri dsm 17938 + vitamin d,1
kundalini yoga and anxiety reduction training,1
kukaa salama: mhealth intervention,1
koçak-19 inaktif adjuvanlı covid-19 vaccine 6 µg/0.5 ml vaccine,1
koçak-19 inaktif adjuvanlı covid-19 vaccine 4 µg/0.5 ml vaccine,1
knownow sars-cov-2 rapid antigen test,1
lactobaciltus rhamnosus gg,1
lactoferrin (apolactoferrin),1
kir phenotype evaluation,1
lateral position (left and right lateral decubitus),1
"lenalidomide as a 5 mg capsule po daily, days 1, 3, and 5.",1
learning running subcuticular sutures on the gamified educational network,1
leaf-4l6715,1
lb1148,1
lay telephone coaching,1
laughter theraphy,1
lau-7b,1
late-dexamethasone,1
"lactoferrin, green tea extract",1
late dexamethazone,1
laparoscopic or open appendicectomy,1
laparoscopic appendectomy,1
lanadelumab placebo,1
lamp,1
lambda 180 mcg s.c,1
lactose monohydrate,1
"knowledge, attitude, practice, awareness, preference",1
kinesiotherapy protocol,1
low flow ecmo driving by cvvh machine,1
"ivermectin 5 mg/ml oral solution, dexamethasone 4-mg injection, aspirin 250 mg tablets",1
ivermectin nasal,1
ivermectin injectable solution,1
ivermectin impregnated mask,1
ivermectin and doxycyline,1
ivermectin 6 mg oral tablet (2 tablets),1
ivermectin 6 mg oral tablet,1
"ivermectin 5 mg/ml oral solution, dexamethasone 4-mg injection, enoxaparin injection. inpatient treatment with mechanical ventilation in icu.",1
"ivermectin 5 mg/ml oral solution, aspirin 250 mg tablets",1
ivermectin oral tablets or sublingual waffles,1
ivermectin 3mg tab,1
ivermectin 3 mg,1
ivermectin 1.0mg/kg/day,1
ivermectin 0.6mg/kg/day,1
ivermectin 0.4mg/kg/day for 5 days,1
ivermectin / iota-carrageenan,1
ivermectin + placebo,1
ivermectin oral,1
ivermectin plus nitazoxanide,1
kevzara sc,1
kan jang capsules,1
ketotifen 1 mg,1
ketogenic diet with phytoextracts,1
ketamine,1
kelea excellerated water,1
kds-1000,1
kb109 + self supportive care,1
kaplan meier analysis,1
kamada anti-sars-cov-2,1
ivermectin powder,1
kaletra and beta interferon,1
js016 (anti-sars-cov-2 monoclonal antibody),1
jnj-78436735,1
"jinhua qinggan (jhqg) granules, traditional chinese medicine",1
janus kinase inhibitor (ruxolitinib),1
izephyr hood,1
ixekizumab,1
less-frequency hemodialysis,1
let it out (lio)-c,1
leukapheresis,1
lopinavir and ritonavir,1
lopinavir/ritonavir 200 mg-50 mg oral tablet,1
lopinavir/ritonavir + hydoxychloroquine,1
lopinavir/ ritonavir placebo,1
lopinavir/ ritonavir oral tablet,1
lopinavir/ ritonavir and remdesivir combination,1
lopinavir-ritonavir drug combination,1
lopinavir and ritonavir tablets,1
lopinavir 200mg/ritonavir 50mg tab,1
lopinavir/ritonavir 200 mg/50 mg film tablet,1
lopinavir 200 mg / ritonavir 50 mg [kaletra],1
"lopinavir / ritonavir, alpha-interferon nebulization,abidor hydrochloride",1
lopinavir / ritonavir tablets combined with xiyanping injection,1
lopinavir,1
longeveron mesenchymal stem cells (lmscs),1
longcovidkidsdk,1
longan nasal spray,1
