NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04730401,"January 26, 2021","January 27, 2021",Actual,Biological,Convalescent plasma from COVID-19 donors,
NCT04730401,"January 26, 2021","January 27, 2021",Actual,Biological,Placebo,
NCT04467151,"July 9, 2020",October 2020,Anticipated,Drug,anti-SARS-CoV-2 plasma,Convalescent Plasma
NCT04467151,"July 9, 2020",October 2020,Anticipated,Other,Placebo,Albumin
NCT04877509,"March 4, 2021","March 1, 2020",Actual,Biological,"Selenium, Zinc and Copper, Vitamin A, D, E plasma concentrations during patient hospitalization",
NCT04896918,"May 20, 2021","October 1, 2015",Actual,Behavioral,Tobacco use,
NCT04343755,"April 8, 2020","April 9, 2020",Actual,Biological,Convalescent Plasma,
NCT04382794,"May 8, 2020","May 14, 2020",Actual,Drug,Retrospective case-control analysis,
NCT04716426,"January 18, 2021","January 28, 2021",Actual,Drug,Tetracycline hydrochloride 3%,APT™T3X
NCT04716426,"January 18, 2021","January 28, 2021",Actual,Drug,Placebo,
NCT04382586,"May 7, 2020","July 6, 2020",Actual,Drug,Zanubrutinib,BGB-3111|Brukinsa
NCT04382586,"May 7, 2020","July 6, 2020",Actual,Drug,Supportive Care,
NCT04382586,"May 7, 2020","July 6, 2020",Actual,Drug,Placebo,
NCT04341506,"April 7, 2020","September 8, 2020",Actual,Device,Non-contact ECG,
NCT04910334,"February 4, 2021","October 1, 2020",Actual,,,
NCT04810728,"March 16, 2021","June 20, 2020",Actual,Drug,Extract Psidii guava,Psidii
NCT04810728,"March 16, 2021","June 20, 2020",Actual,Combination Product,Standard therapy for Covid-19 patient,
NCT04659941,"December 8, 2020","October 1, 2020",Actual,Biological,BCG vaccine,
NCT04341168,"April 3, 2020",April 2020,Anticipated,Other,this study is non- interventional,
NCT04869592,"April 24, 2021","April 25, 2021",Actual,Biological,low-dose Recombinant SARS-CoV-2 Vaccine (CHO cell),
NCT04869592,"April 24, 2021","April 25, 2021",Actual,Biological,high-dose Recombinant SARS-CoV-2 Vaccine (CHO cell),
NCT04869592,"April 24, 2021","April 25, 2021",Actual,Biological,placebo,
NCT04369820,"April 29, 2020","March 31, 2020",Actual,Other,draw blood,
NCT04750720,"February 9, 2021","August 27, 2020",Actual,Other,Sampling by venipuncture (and eventually by nasopharyngeal swab),
NCT04701944,"January 7, 2021","April 21, 2020",Actual,,,
NCT04401423,"May 21, 2020","February 10, 2021",Actual,Drug,TXA127,angiotensin-(1-7)
NCT04401423,"May 21, 2020","February 10, 2021",Actual,Drug,Placebo,
NCT04464395,"July 7, 2020","July 1, 2020",Actual,Drug,CPI-006,
NCT04464395,"July 7, 2020","July 1, 2020",Actual,Other,Standard of Care,
NCT04656691,"December 4, 2020","January 4, 2021",Actual,Drug,bamlanivimab,
NCT04324489,"March 25, 2020","March 6, 2020",Actual,Drug,DAS181,
NCT04587375,"June 18, 2020","March 1, 2020",Actual,,,
NCT04470557,"July 11, 2020","July 15, 2020",Anticipated,Diagnostic Test,"D-dimer,CBC.ESR,CRP,",
NCT04470557,"July 11, 2020","July 15, 2020",Anticipated,Diagnostic Test,"Liver function tests ,serum ferritin and PCR for COVID-19 .",
NCT04666116,"April 25, 2020","April 1, 2020",Actual,Dietary Supplement,Dietary supplementation in patients with covid disease admitted to hospital,
NCT04467008,"July 9, 2020","July 15, 2020",Actual,,,
NCT04596085,"October 19, 2020","September 16, 2020",Actual,Dietary Supplement,Investigational Product - ViraCide,Investigational Product
NCT04596085,"October 19, 2020","September 16, 2020",Actual,Other,Placebo - Starch Powder Soft gels,Placebo
NCT04504240,"August 6, 2020","August 1, 2020",Actual,Drug,Famotidine 20 MG,Famotac 20mg
NCT04449965,"June 24, 2020","July 1, 2020",Anticipated,Drug,Povidone-iodine,Betadine
NCT04449965,"June 24, 2020","July 1, 2020",Anticipated,Drug,Placebo,
NCT04392141,"May 15, 2020","April 1, 2020",Actual,Drug,Standard Treatment,
NCT04392141,"May 15, 2020","April 1, 2020",Actual,Drug,Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,
NCT04558372,"September 20, 2020","April 1, 2020",Actual,Other,exhaled breath sampling,GENOSVID portable exhaled breath sampling
NCT04558372,"September 20, 2020","April 1, 2020",Actual,Other,exhaled breath sampling,GENOSVID portable exhaled breath sampling
NCT04558372,"September 20, 2020","April 1, 2020",Actual,Other,exhaled breath sampling,GENOSVID portable exhaled breath sampling
NCT04555096,"September 16, 2020","September 9, 2020",Actual,Drug,GC4419,
NCT04555096,"September 16, 2020","September 9, 2020",Actual,Drug,Placebo,
NCT04418284,"June 3, 2020","June 5, 2020",Actual,Other,survey,
NCT04623671,"October 7, 2020","November 15, 2020",Actual,Biological,CAP-1002,Cardiosphere-Derived Cells|CDCs
NCT04623671,"October 7, 2020","November 15, 2020",Actual,Biological,Placebo,
NCT04668469,"November 25, 2020","June 8, 2020",Actual,Drug,Ivermectin,Azithromycin|Paracetamol|Vitamin C|Zinc|Lactoferrin|Acetylcystein|prophylactic or therapeutic anticoagulation if D-dimer > 1000|systemic steroid if needed
NCT04668469,"November 25, 2020","June 8, 2020",Actual,Drug,Hydroxychloroquine,Azithromycin|Paracetamol|Vitamin C|Zinc|Lactoferrin|Acetylcystein|prophylactic or therapeutic anticoagulation if D-dimer > 1000|systemic steroid if needed
NCT04668469,"November 25, 2020","June 8, 2020",Actual,Behavioral,personal protective Measures,
NCT04548557,"September 7, 2020","September 15, 2020",Anticipated,Biological,intravenous immunoglobulin therapy,
NCT04449718,"June 16, 2020","June 1, 2020",Actual,Dietary Supplement,Vitamin D,
NCT04449718,"June 16, 2020","June 1, 2020",Actual,Dietary Supplement,Placebo,
NCT04516746,"August 17, 2020","August 28, 2020",Actual,Biological,AZD1222,
NCT04516746,"August 17, 2020","August 28, 2020",Actual,Biological,Placebo,
NCT04922931,"June 9, 2021","June 30, 2020",Actual,Procedure,scheduled surgery,
NCT04754113,"February 6, 2021","February 7, 2021",Anticipated,Other,prone position,
NCT04632355,"November 13, 2020","December 1, 2020",Anticipated,Other,Interview,COVID-19 survivors
NCT04685603,"December 22, 2020","December 7, 2020",Actual,Biological,AV-COVID-19,
NCT04569292,"September 16, 2020","January 1, 2020",Actual,Other,No intervention on patients,
NCT04670328,"December 14, 2020","May 1, 2020",Actual,Diagnostic Test,not required,
NCT04676867,"December 17, 2020","January 11, 2021",Actual,Drug,Dalcetrapib,
NCT04676867,"December 17, 2020","January 11, 2021",Actual,Other,Placebo,
NCT04379284,"May 4, 2020","May 8, 2020",Actual,Other,Biospecimen collection,
NCT04852861,"April 14, 2021","May 10, 2021",Anticipated,Diagnostic Test,immunogenicity after first and second dose,
NCT04549831,"September 11, 2020","April 8, 2020",Actual,Genetic,Massive parallel sequencing of host genome,
NCT04370262,"April 27, 2020","April 7, 2020",Actual,Drug,SOC + Intravenous Famotidine,
NCT04370262,"April 27, 2020","April 7, 2020",Actual,Drug,SOC + Placebo,
NCT04347850,"April 9, 2020","February 1, 2020",Actual,Other,blood sample,
NCT04427345,"June 4, 2020","April 30, 2020",Actual,Other,Predictive factors for clinical response in patients with COVID-19.,
NCT04600141,"October 22, 2020","November 10, 2020",Actual,Drug,Tocilizumab,
NCT04600141,"October 22, 2020","November 10, 2020",Actual,Drug,Heparin - Therapeutic dosage,
NCT04600141,"October 22, 2020","November 10, 2020",Actual,Drug,Heparin - Prophylactic dosage,
NCT04733807,"January 28, 2021","January 28, 2021",Actual,Biological,BNT162b2 mRNA Covid-19 Vaccine,
NCT04756869,"February 15, 2021","April 28, 2020",Actual,Other,COVID-19 Monitoring Using Wearable Sensors and Smartphone Technology,
NCT04733833,"January 27, 2021","January 26, 2021",Actual,Drug,VB-201 + Standard of care,
NCT04733833,"January 27, 2021","January 26, 2021",Actual,Drug,Standard of care,
NCT04622891,"November 6, 2020","April 1, 2020",Actual,Drug,Clarithromycin 500mg,active
NCT04622891,"November 6, 2020","April 1, 2020",Actual,Drug,Azithromycin,active comparison
NCT04622891,"November 6, 2020","April 1, 2020",Actual,Drug,Placebo,control group
NCT04832919,"April 2, 2021",June 2021,Anticipated,Behavioral,Nurse-Community-Family Partnership Intervention,
NCT04459286,"July 3, 2020","October 9, 2020",Actual,Drug,Nitazoxanide and atazanavir/ritonavir,
NCT04459286,"July 3, 2020","October 9, 2020",Actual,Other,Standard of Care,
NCT04854824,"April 21, 2021",May 2021,Anticipated,Drug,Recommended treatment schedule,
NCT04854824,"April 21, 2021",May 2021,Anticipated,Drug,Control treatment schedule,
NCT04379297,"May 6, 2020","April 10, 2020",Actual,,,
NCT04497324,"July 31, 2020","September 21, 2020",Actual,Biological,Convalescent plasma,
NCT04669015,"December 14, 2020","May 15, 2021",Anticipated,Biological,Novaferon,Standard of Care
NCT04669015,"December 14, 2020","May 15, 2021",Anticipated,Biological,Placebo,Standard of Care
NCT04805840,"March 17, 2021","February 19, 2021",Actual,Device,CoV-SCAN rapid COVID-19 antigen test,
NCT04794985,"March 9, 2021","September 1, 2021",Anticipated,,,
NCT04329611,"March 29, 2020","April 13, 2020",Actual,Drug,Hydroxychloroquine,plaquenil
NCT04420182,"May 29, 2020","August 17, 2020",Actual,Other,Virtual Care at Home,
NCT04403581,"May 19, 2020",May 2020,Anticipated,Other,Questionnaire,
NCT04500418,"August 4, 2020","August 25, 2020",Actual,Drug,Cenicriviroc (CVC),Cenicriviroc Mesylate
NCT04500418,"August 4, 2020","August 25, 2020",Actual,Drug,Placebo,
NCT04895683,"May 17, 2021","May 11, 2021",Anticipated,Behavioral,Text message content,
NCT04335123,"March 31, 2020","April 4, 2020",Actual,Drug,Losartan,Cozaar
NCT04534712,"August 30, 2020","September 1, 2020",Anticipated,Diagnostic Test,LYMPHOCYTE MONOCYTE RATIO,
NCT04708236,"January 8, 2021",April 2021,Anticipated,Drug,ORTD-1 low dose,Intervention 1
NCT04708236,"January 8, 2021",April 2021,Anticipated,Drug,ORTD-1 mid dose,Intervention 1
NCT04708236,"January 8, 2021",April 2021,Anticipated,Drug,ORTD-1 high dose,Intervention 1
NCT04708236,"January 8, 2021",April 2021,Anticipated,Other,Vehicle control,Intervention 2
NCT04621071,"November 5, 2020","January 12, 2021",Actual,Dietary Supplement,Probiotics (2 strains 10x10^9 UFC),
NCT04621071,"November 5, 2020","January 12, 2021",Actual,Dietary Supplement,Placebo (potato starch and magnesium stearate),
NCT04858425,"April 21, 2021","April 30, 2021",Actual,Drug,Niclosamide,
NCT04858425,"April 21, 2021","April 30, 2021",Actual,Drug,Placebo,
NCT04694716,"January 3, 2021","January 6, 2021",Actual,Other,No intervention,
NCT04370223,"April 27, 2020","May 25, 2020",Anticipated,Biological,Ozone auto-hemotherapy,
NCT04321993,"March 24, 2020","April 17, 2020",Actual,Drug,Baricitinib (janus kinase inhibitor),
NCT04351659,"April 16, 2020","April 14, 2020",Actual,Other,Blood donation from convalescent donor,
NCT04680949,"December 18, 2020","December 23, 2020",Actual,Drug,Anakinra,Kineret
NCT04680949,"December 18, 2020","December 23, 2020",Actual,Drug,Placebo,
NCT04568135,"September 18, 2020","October 31, 2020",Anticipated,Other,survey,
NCT04664023,"December 3, 2020","December 9, 2020",Actual,Procedure,"Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",
NCT04880694,"April 25, 2021","May 20, 2021",Actual,Drug,STC3141,
NCT04880694,"April 25, 2021","May 20, 2021",Actual,Drug,STC3141,
NCT04723459,"January 20, 2021","January 23, 2021",Actual,Other,ivermectin impregnated mask,
NCT04323228,"March 23, 2020","September 1, 2020",Actual,Dietary Supplement,Oral supplement enriched in antioxidants,
NCT04323228,"March 23, 2020","September 1, 2020",Actual,Dietary Supplement,cellulose-containing placebo capsules,
NCT04768257,"February 21, 2021",April 2021,Anticipated,Behavioral,Physical activity,
NCT04876417,"March 15, 2021","February 1, 2021",Actual,Device,Transcranial Direct Current Stimulation,tDCS
NCT04876417,"March 15, 2021","February 1, 2021",Actual,Device,Transcranial Direct Current Stimulation,tDCS
NCT04420468,"June 5, 2020","June 10, 2020",Actual,,,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Radiation,chest radiography,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Radiation,thoracic computed tomography scan,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Diagnostic Test,spirometry,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Diagnostic Test,Diffusing capacity of carbon monoxide,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Diagnostic Test,6 minute walk test,
NCT04559100,"September 17, 2020","November 15, 2020",Actual,Diagnostic Test,saint george respiratory questionnaire,
NCT04421625,"May 18, 2020","June 15, 2020",Actual,Diagnostic Test,Diagnostic test for SARS-Cov2 for patients and health staff,
NCT04606498,"October 26, 2020","December 18, 2020",Actual,Other,Observational,
NCT04581083,"October 7, 2020","October 8, 2020",Actual,Diagnostic Test,RT-PCR,Real-Time Polymerase Chain Reaction
NCT04581083,"October 7, 2020","October 8, 2020",Actual,Diagnostic Test,LAMP,Loop-mediated isothermal amplification
NCT04581083,"October 7, 2020","October 8, 2020",Actual,Diagnostic Test,POOL RT-PCR,Pooled Real-Time Polymerase Chain Reaction
NCT04581083,"October 7, 2020","October 8, 2020",Actual,Diagnostic Test,POOL LAMP,Pooled Loop-mediated isothermal amplification
NCT04810117,"March 19, 2021","May 15, 2021",Anticipated,Diagnostic Test,Serodiagnosis of IgG and IgM,
NCT04376788,"May 1, 2020","May 20, 2020",Actual,Biological,exchange blood transfusion from normal donor,
NCT04376788,"May 1, 2020","May 20, 2020",Actual,Biological,plasma from convalescent patients with COVID-19,
NCT04376788,"May 1, 2020","May 20, 2020",Actual,Drug,Methylene Blue 5 MG/ML,
NCT04386759,"April 30, 2020",May 2020,Anticipated,Other,Cohort,
NCT04834752,"March 31, 2021","May 1, 2021",Anticipated,Other,No intervention (Retrospective Cohort Observational),"PPI: Rabeprazole, Pantoprazole, Omeprazole, Esomeprazole, Lansoprazole, Dexlansoprazole|H2RA: Famotidine, Cimetidine, Nizatidine, Ranitidine"
NCT04366882,"April 22, 2020","April 14, 2020",Actual,Procedure,CT-scan with minimal invasive autopsy,
NCT04497623,"July 27, 2020","July 28, 2020",Actual,Device,Invasive mechanical ventilation using the Unisabana-Herons Ventilator during 24 hours,
NCT04582344,"October 1, 2020","September 14, 2020",Actual,Biological,CoronaVac,
NCT04582344,"October 1, 2020","September 14, 2020",Actual,Biological,Placebo,
NCT04780295,"February 9, 2021","April 15, 2020",Actual,,,
NCT04360356,"April 19, 2020",May 2020,Anticipated,Combination Product,Ivermectin plus Nitazoxanide,
NCT04360356,"April 19, 2020",May 2020,Anticipated,Other,Standard Care,
NCT04664010,"December 7, 2020","February 6, 2020",Actual,Drug,"Alpha-interferon alpha, abidol, ribavirin, Buzhong Yiqi plus and minus formula, Huhuang Detoxicity Paste, Baimu Qingre Jiedu Paste, fumigation/inhalation of vitamin C",Western medicine treatment
NCT04664010,"December 7, 2020","February 6, 2020",Actual,Drug,"Alpha-interferon, abidol, ribavirin, Buzhong Yiqi plus and minus formula, Huhuang Detoxicity Paste, Baimu Qingre Jiedu Paste and 5% glucose",Traditional Chinese medicine treatment plus Western medicine treatment
NCT04664010,"December 7, 2020","February 6, 2020",Actual,Drug,"Alpha-interferon, abidol, ribavirin, Buzhong Yiqi plus and minus formula, Huhuang Detoxicity Paste, Baimu Qingre Jiedu Paste and high-dose vitamin C treatment",Traditional Chinese medicine treatment plus Western medicine treatment plus Bolus administration of vitamin C
NCT04863638,"April 27, 2021","April 29, 2021",Actual,Biological,"3-doses schedule 1 of COVID-19 Vaccine (Vero Cell), Inactivated",
NCT04863638,"April 27, 2021","April 29, 2021",Actual,Biological,"3-doses schedule 2 of COVID-19 Vaccine (Vero Cell), Inactivated",
NCT04863638,"April 27, 2021","April 29, 2021",Actual,Biological,"3-doses schedule 3 of COVID-19 Vaccine (Vero Cell), Inactivated",
NCT04863638,"April 27, 2021","April 29, 2021",Actual,Biological,2 doses of vaccine,
NCT04366180,"April 27, 2020","April 24, 2020",Actual,Dietary Supplement,Probiotic,
NCT04366180,"April 27, 2020","April 24, 2020",Actual,Dietary Supplement,Control,
NCT04706260,"January 8, 2021","April 14, 2020",Actual,,,
NCT04610138,"October 28, 2020",February 2021,Anticipated,Drug,CNM-ZnAg,
NCT04610138,"October 28, 2020",February 2021,Anticipated,Drug,Placebo,
NCT04425850,"June 8, 2020","June 1, 2020",Actual,Combination Product,Iota carrageenan nasal spray and Ivermectin oral drops (used as buccal drops),"Nasitral (iota carrageenan nasal spray), Ivercass (ivermectin oral drops)"
NCT04528368,"August 19, 2020","December 11, 2020",Actual,Biological,Convalescent plasma,
NCT04350593,"April 14, 2020","April 22, 2020",Actual,Drug,Dapagliflozin 10 MG,Farxiga
NCT04350593,"April 14, 2020","April 22, 2020",Actual,Drug,Placebo,
NCT04474496,"July 10, 2020","July 27, 2020",Actual,Other,Assessing the impact of COVID-19,
NCT04646109,"November 15, 2020","May 11, 2020",Actual,Drug,Ivermectin,"Hydroxychloroquine, favipiravir and azithromycin"
NCT04913675,"May 27, 2021","June 9, 2021",Anticipated,Biological,VIR-7831,
NCT04913675,"May 27, 2021","June 9, 2021",Anticipated,Biological,VIR-7831,
NCT04913675,"May 27, 2021","June 9, 2021",Anticipated,Biological,VIR-7831,
NCT04545060,"September 4, 2020","August 27, 2020",Actual,Biological,VIR-7831,
NCT04545060,"September 4, 2020","August 27, 2020",Actual,Drug,Placebo,
NCT04361318,"April 18, 2020",May 2020,Anticipated,Combination Product,Hydroxychloroquine plus Nitazoxanide,drug therapy
NCT04361318,"April 18, 2020",May 2020,Anticipated,Other,Standard care,
NCT04364022,"April 23, 2020","April 23, 2020",Actual,Drug,Lopinavir/ritonavir,
NCT04344171,"April 10, 2020","March 30, 2020",Actual,,,
NCT04420299,"June 5, 2020","June 4, 2020",Actual,Drug,Bemiparin,Therapeutic dose
NCT04420299,"June 5, 2020","June 4, 2020",Actual,Drug,Bemiparin,Prophylactic dose
NCT04544605,"September 3, 2020","September 7, 2020",Actual,Other,Individualized-Chinese herbal medicine,
NCT04287686,"February 21, 2020",February 2020,Anticipated,Drug,Recombinant human angiotensin-converting enzyme 2 (rhACE2),
NCT04808882,"March 8, 2021","May 1, 2021",Anticipated,Drug,"Tinzaparin, Low dose prophylactic anticoagulation",LD-PA
NCT04808882,"March 8, 2021","May 1, 2021",Anticipated,Drug,"Tinzaparin, High dose prophylactic anticoagulation",HD-PA
NCT04808882,"March 8, 2021","May 1, 2021",Anticipated,Drug,"Tinzaparin,Therapeutic anticoagulation",TA
NCT04425629,"June 8, 2020","June 16, 2020",Actual,Drug,REGN10933+REGN10987 combination therapy,REGN-COV2|casirivimab|imdevimab|REGEN-COV™
NCT04425629,"June 8, 2020","June 16, 2020",Actual,Drug,Placebo,
NCT04706039,"January 8, 2021",January 2021,Anticipated,Diagnostic Test,Performance evaluation (sensitivity and specificity) for COVID-19 diagnosis of the Vocus PTR-TOF process,
NCT04375046,"May 1, 2020",July 2021,Anticipated,Drug,Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2),
NCT04354857,"April 17, 2020","March 27, 2020",Actual,Other,olfactory and gustatory tests,
NCT04508972,"August 10, 2020","July 1, 2020",Actual,Device,Alexa Amazon,
NCT04400448,"May 14, 2020","June 1, 2020",Anticipated,,,
NCT04729140,"December 30, 2020","December 28, 2020",Actual,Drug,Ivermectin Tablets,
NCT04729140,"December 30, 2020","December 28, 2020",Actual,Drug,Doxycycline Tablets,
